slot,clientId,event,size,amount,recipients
14,25733,new-tx,396,68,4791
14,111778,new-tx,412,59,24472
15,88178,new-tx,350,40,79564
15,61118,new-tx,504,61,55436
15,123940,new-tx,346,51,30176
15,11267,new-tx,609,55,14511
15,81427,new-tx,873,60,79842
15,36422,new-tx,333,27,23783
15,106080,new-tx,340,36,99862
15,3265,new-tx,203,40,9700
15,22889,new-tx,312,58,111445
15,56991,new-tx,734,45,60449
15,116056,new-tx,874,55,5417
15,40445,new-tx,501,50,35541
15,95752,new-tx,808,60,67535
15,15412,new-tx,969,79,99838
15,4119,new-tx,917,46,2606
15,87976,new-tx,787,49,63412
15,6745,new-tx,8699,28,10041
15,90458,new-tx,898,25,5564
15,31404,new-tx,374,59,29637
15,1853,new-tx,989,46,53230
15,90312,new-tx,787,67,142040
15,100632,new-tx,383,55,98554
15,59795,new-tx,421,58,47594
16,14230,new-tx,11064,54,35415
16,72585,new-tx,793,49,96868
16,146435,new-tx,12472,59,146438
16,45943,new-tx,828,48,18603
16,4818,new-tx,326,67,27198
16,34510,new-tx,303,34,79015
16,97602,new-tx,214,46,38692
16,67632,new-tx,537,58,26100
16,177,new-tx,12046,48,112795
16,26641,new-tx,280,44,83988
16,62398,new-tx,279,32,18005
16,4760,new-tx,989,73,5918
16,75669,new-tx,326,47,49933
16,20953,new-tx,7389,25,33443
16,65202,new-tx,435,46,39466
16,55340,new-tx,328,38,11284
16,26967,new-tx,1624,48,40405
16,7979,new-tx,259,59,94349
16,101504,new-tx,317,64,140365
16,60122,new-tx,370,62,109032
16,18341,new-tx,253,39,37312
16,128213,new-tx,862,44,38466
16,69811,new-tx,201,71,58364
17,83999,new-tx,1502,53,48817
17,10630,new-tx,2449,64,4939
17,11041,new-tx,7793,89,84519
17,35345,new-tx,204,53,26057
17,5630,new-tx,3908,10,67288
17,14576,new-tx,322,81,144752
17,41026,new-tx,794,34,11471
17,31151,new-tx,340,89,6792
17,61133,new-tx,1358,36,51914
17,23698,new-tx,1992,28,30732
17,2562,new-tx,930,32,30150
17,99041,new-tx,577,53,90323
17,39428,new-tx,341,44,66549
17,104775,new-tx,237,54,138492
17,90161,new-tx,2618,67,65947
17,41267,new-tx,351,50,27842
17,64631,new-tx,759,44,26525
17,63377,new-tx,347,65,63143
17,35856,new-tx,541,64,77334
17,6003,new-tx,413,89,4699
17,65029,new-tx,582,60,73785
17,12371,new-tx,316,33,7908
17,18616,new-tx,7808,34,19767
18,63008,new-tx,651,68,27771
18,121008,new-tx,248,56,45069
18,1257,new-tx,4695,49,87242
18,99804,new-tx,1854,42,92504
18,21,new-tx,872,40,7446
18,19136,new-tx,771,59,32525
18,137337,new-tx,720,49,20718
18,72310,new-tx,685,45,387
18,35990,new-tx,478,44,64229
18,50059,new-tx,200,54,54871
18,86590,new-tx,435,26,85732
18,11372,new-tx,263,47,1639
18,86938,new-tx,289,52,11109
18,43130,new-tx,309,52,5035
18,33745,new-tx,386,49,58913
18,164075,new-tx,289,66,138263
18,5208,new-tx,222,58,35465
18,41325,new-tx,435,90,64235
18,6869,new-tx,1000,33,149879
18,3629,new-tx,1638,41,77638
18,13089,new-tx,239,49,1136
18,4028,new-tx,3426,26,11209
18,88646,new-tx,489,45,35840
19,74455,new-tx,992,44,4815
19,42911,new-tx,454,59,18801
19,63370,new-tx,298,53,56150
19,26294,new-tx,977,46,36591
19,11515,new-tx,5688,41,4929
19,11493,new-tx,1409,22,17385
19,38940,new-tx,870,57,19951
19,18124,new-tx,323,68,43233
19,87716,new-tx,238,28,73403
19,61380,new-tx,755,58,24624
19,37651,new-tx,705,57,31
19,547,new-tx,1508,67,86937
19,32831,new-tx,8191,53,17634
19,68466,new-tx,225,86,137272
19,10589,new-tx,991,55,136438
19,40298,new-tx,788,53,10232
19,14731,new-tx,194,58,4279
19,5822,new-tx,490,60,10589
19,129792,new-tx,528,64,116189
19,57115,new-tx,398,42,5304
19,8793,new-tx,7709,51,60768
19,17259,new-tx,957,82,104159
19,1211,new-tx,412,41,68725
20,31,new-tx,450,39,30472
20,75510,new-tx,5910,56,40060
20,94634,new-tx,302,52,30100
20,89137,new-tx,433,58,91159
20,128973,new-tx,1171,38,59393
20,59265,new-tx,995,52,60351
20,24323,new-tx,458,54,42342
20,129789,new-tx,288,82,87330
20,41638,new-tx,358,35,5925
20,51268,new-tx,274,46,2267
20,1998,new-tx,826,54,5208
20,30364,new-tx,887,49,81914
20,109572,new-tx,632,49,36466
20,96707,new-tx,354,59,75613
20,136933,new-tx,506,58,94659
20,86554,new-tx,283,61,22942
20,8099,new-tx,289,35,36040
20,12,new-tx,11933,37,7761
20,151641,new-tx,371,43,73214
20,49084,new-tx,461,58,29298
20,2226,new-tx,215,44,4555
20,53422,new-tx,577,67,4771
20,47473,new-tx,569,60,48150
21,38199,new-tx,295,36,131509
21,114928,new-tx,907,43,94131
21,47499,new-tx,255,68,45817
21,5334,new-tx,551,53,40172
21,81658,new-tx,226,56,5914
21,66692,new-tx,367,54,7499
21,19774,new-tx,637,42,39432
21,23025,new-tx,2952,92,41053
21,83382,new-tx,3509,62,112301
21,121907,new-tx,997,58,93196
21,38568,new-tx,587,62,50691
21,4768,new-tx,6976,51,21058
21,2607,new-tx,345,66,20878
21,62178,new-tx,253,41,20508
21,14541,new-tx,419,57,8588
21,5943,new-tx,648,46,17824
21,35219,new-tx,454,59,38297
21,143532,new-tx,208,49,86766
21,27160,new-tx,268,53,33899
21,10454,new-tx,1360,28,4786
21,120899,new-tx,309,67,3384
21,16963,new-tx,246,58,39326
21,5459,new-tx,1539,35,6069
22,8781,new-tx,904,44,25170
22,4629,new-tx,1195,42,109304
22,14972,new-tx,647,28,79018
22,4480,new-tx,16038,42,7233
22,11258,new-tx,393,40,49376
22,2281,new-tx,1569,42,35670
22,12601,new-tx,422,35,26294
22,35891,new-tx,363,56,89401
22,19077,new-tx,195,39,40044
22,64533,new-tx,613,74,67422
22,62721,new-tx,208,66,41647
22,14706,new-tx,415,52,49842
22,79037,new-tx,198,54,65819
22,29004,new-tx,741,36,22170
22,66022,new-tx,2661,54,55
22,3775,new-tx,468,41,7489
22,39771,new-tx,493,52,4577
22,8424,new-tx,336,39,64011
22,136598,new-tx,996,58,22085
22,93436,new-tx,774,40,84640
22,5538,new-tx,290,44,64267
22,6540,new-tx,201,67,5981
22,82813,new-tx,863,97,124429
23,21583,new-tx,7773,39,2800
23,42679,new-tx,499,60,145093
23,35826,new-tx,491,61,91046
23,15309,new-tx,385,56,82122
23,25961,new-tx,413,47,9637
23,596,new-tx,248,52,3639
23,25852,new-tx,410,45,4828
23,65399,new-tx,321,54,35323
23,125491,new-tx,430,50,66057
23,10019,new-tx,380,42,20045
23,31118,new-tx,468,54,2032
23,42658,new-tx,344,34,5884
23,29243,new-tx,374,52,471
23,63386,new-tx,14928,45,477
23,61041,new-tx,947,60,45514
23,111217,new-tx,13323,28,136329
23,5490,new-tx,844,65,9
23,8509,new-tx,396,47,68462
23,22120,new-tx,237,88,98433
23,77509,new-tx,650,35,119067
23,51175,new-tx,955,74,17972
23,87956,new-tx,390,45,61992
23,8528,new-tx,399,46,17347
24,43848,new-tx,492,47,27902
24,28854,new-tx,393,48,10229
24,270,new-tx,953,26,45247
24,48575,new-tx,224,80,48013
24,4137,new-tx,378,54,3775
24,17130,new-tx,206,42,66445
24,45699,new-tx,933,4,36041
24,66725,new-tx,1001,42,87675
24,11323,new-tx,985,51,3869
24,2709,new-tx,599,42,1136
24,50235,new-tx,638,56,96063
24,58503,new-tx,961,56,79446
24,11535,new-tx,486,54,1146
24,9470,new-tx,193,37,45938
24,68425,new-tx,247,47,25606
24,11030,new-tx,450,53,13
24,130460,new-tx,13711,26,121100
24,4520,new-tx,383,47,101209
24,13784,new-tx,732,49,40060
24,27562,new-tx,472,49,102716
24,40114,new-tx,194,79,32475
24,10118,new-tx,350,51,41231
24,125273,new-tx,257,40,15571
25,94823,new-tx,302,36,37799
25,87146,new-tx,273,50,6651
25,19745,new-tx,285,43,35892
25,130063,new-tx,416,43,52070
25,112662,new-tx,747,82,8023
25,21723,new-tx,7033,38,13375
25,147038,new-tx,644,64,119
25,39382,new-tx,204,60,16817
25,107106,new-tx,232,72,65410
25,5822,new-tx,703,59,25863
25,13449,new-tx,218,62,13412
25,71541,new-tx,277,47,150590
25,2028,new-tx,2625,57,4048
25,42406,new-tx,4897,53,17265
25,5482,new-tx,965,100,54602
25,16544,new-tx,740,46,5086
25,29687,new-tx,470,48,86166
25,70810,new-tx,288,41,9891
25,60847,new-tx,424,42,4482
25,23661,new-tx,423,48,27666
25,29380,new-tx,207,48,128369
25,122341,new-tx,298,70,136440
25,23661,new-tx,333,43,3297
26,31169,new-tx,902,70,32170
26,54435,new-tx,367,45,92998
26,36118,new-tx,7516,27,58352
26,39566,new-tx,794,26,11505
26,58086,new-tx,7614,43,14120
26,65472,new-tx,15533,79,111452
26,75142,new-tx,508,38,120618
26,39242,new-tx,400,30,41006
26,4946,new-tx,957,55,32285
26,61104,new-tx,714,31,85691
26,9856,new-tx,375,59,5408
26,86772,new-tx,454,59,25732
26,62153,new-tx,213,80,28502
26,8562,new-tx,390,42,4063
26,57113,new-tx,331,64,39561
26,80303,new-tx,322,59,25298
26,5867,new-tx,199,67,85284
26,110185,new-tx,468,51,82122
26,59765,new-tx,786,54,57016
26,51459,new-tx,839,41,40771
26,22285,new-tx,470,47,103363
26,34501,new-tx,305,98,10818
26,86126,new-tx,757,47,94866
27,2414,new-tx,504,67,52526
27,94587,new-tx,418,53,47534
27,129895,new-tx,386,69,119714
27,2401,new-tx,4486,63,2356
27,5595,new-tx,196,32,155849
27,52741,new-tx,394,50,63208
27,27093,new-tx,6625,52,27298
27,136613,new-tx,1726,45,81840
27,81471,new-tx,373,61,76834
27,15064,new-tx,429,44,93171
27,111036,new-tx,366,53,21998
27,60577,new-tx,4490,50,60788
27,18423,new-tx,2007,48,28626
27,2624,new-tx,390,40,10537
27,6982,new-tx,7382,67,60482
27,74156,new-tx,275,61,18488
27,11298,new-tx,398,51,5987
27,13686,new-tx,323,34,87139
27,5797,new-tx,221,47,110698
27,45372,new-tx,671,48,7671
27,46182,new-tx,265,57,60819
27,140838,new-tx,638,53,129969
27,49990,new-tx,2606,51,12568
28,353,new-tx,631,45,84466
28,78404,new-tx,348,67,5234
28,134142,new-tx,8033,47,27473
28,11044,new-tx,284,65,95393
28,30645,new-tx,1381,58,25699
28,54689,new-tx,328,40,29763
28,129839,new-tx,838,42,4325
28,40598,new-tx,10382,96,76282
28,95268,new-tx,358,46,57225
28,88204,new-tx,599,47,52398
28,1331,new-tx,220,34,81190
28,58567,new-tx,369,61,199
28,85276,new-tx,425,84,25216
28,113675,new-tx,285,35,153540
28,96691,new-tx,6816,47,63111
28,17404,new-tx,693,47,86605
28,55680,new-tx,360,46,45939
28,14706,new-tx,1280,43,37967
28,97795,new-tx,277,59,24698
28,18557,new-tx,205,56,62946
28,3036,new-tx,391,65,3549
28,31287,new-tx,7669,47,5277
28,96299,new-tx,364,41,5116
29,102956,new-tx,1060,58,108293
29,18083,new-tx,482,56,73487
29,5861,new-tx,441,62,67439
29,126636,new-tx,743,41,9454
29,11783,new-tx,766,55,11718
29,76771,new-tx,254,46,10740
29,66027,new-tx,830,28,17439
29,19407,new-tx,10191,26,3172
29,52296,new-tx,479,32,133609
29,55233,new-tx,901,66,4558
29,28787,new-tx,851,62,166815
29,59593,new-tx,281,59,130490
29,94061,new-tx,9970,61,81256
29,4781,new-tx,378,61,12764
29,29981,new-tx,1408,74,24323
29,45556,new-tx,485,53,115179
29,141090,new-tx,606,46,144466
29,38302,new-tx,297,65,29690
29,444,new-tx,424,65,25619
29,1668,new-tx,382,53,88819
29,64937,new-tx,199,59,11511
29,32557,new-tx,640,58,52536
29,19470,new-tx,230,56,11685
30,40161,new-tx,462,44,39307
30,137983,new-tx,848,40,95655
30,18662,new-tx,239,63,93519
30,60883,new-tx,908,43,56851
30,5480,new-tx,1890,47,4492
30,60516,new-tx,393,41,60481
30,9389,new-tx,1411,78,14930
30,5494,new-tx,8175,27,5390
30,46699,new-tx,1292,74,36040
30,104867,new-tx,264,26,106462
30,138717,new-tx,7908,69,57775
30,77596,new-tx,486,61,44425
30,87977,new-tx,989,42,4575
30,101313,new-tx,450,46,81284
30,60392,new-tx,8080,43,58626
30,12799,new-tx,537,38,91289
30,13846,new-tx,507,48,913
30,91671,new-tx,431,48,18875
30,9745,new-tx,1941,44,6402
30,3870,new-tx,424,43,19182
30,5208,new-tx,1959,57,110754
30,61038,new-tx,772,59,373
30,78403,new-tx,5615,44,84606
31,39402,new-tx,901,61,97655
31,48104,new-tx,509,39,2267
31,79200,new-tx,266,85,31779
31,23834,new-tx,5424,28,5208
31,5035,new-tx,223,36,66589
31,71342,new-tx,927,58,5014
31,78694,new-tx,452,41,9550
31,102986,new-tx,1364,34,128396
31,40802,new-tx,757,26,23162
31,66874,new-tx,197,46,79486
31,63208,new-tx,836,68,9429
31,113901,new-tx,343,56,42364
31,51569,new-tx,7606,44,19774
31,10156,new-tx,773,78,35273
31,31211,new-tx,450,55,4556
31,33167,new-tx,596,66,19167
31,4395,new-tx,7584,52,9718
31,6723,new-tx,7854,68,41072
31,17729,new-tx,6478,54,125391
31,120001,new-tx,4472,49,136787
31,81703,new-tx,12557,55,32068
31,72467,new-tx,337,56,35541
31,78006,new-tx,343,36,73854
32,60977,new-tx,1512,69,2106
32,60501,new-tx,450,5,47961
32,95653,new-tx,322,42,6745
32,3547,new-tx,311,32,15518
32,19394,new-tx,427,43,29692
32,35463,new-tx,481,45,3640
32,44337,new-tx,839,60,5884
32,30076,new-tx,993,70,89423
32,136699,new-tx,207,51,23255
32,78799,new-tx,502,51,78386
32,97066,new-tx,387,44,110904
32,57554,new-tx,221,63,2032
32,130593,new-tx,230,66,121935
32,60957,new-tx,481,54,95341
32,98925,new-tx,4666,58,122877
32,82320,new-tx,926,59,103401
32,35937,new-tx,358,74,63417
32,71155,new-tx,422,36,7891
32,942,new-tx,483,54,27864
32,54472,new-tx,247,36,34784
32,3409,new-tx,350,70,4672
32,63200,new-tx,7847,55,967
32,52745,new-tx,8479,32,81374
33,62807,new-tx,387,56,23430
33,63784,new-tx,1099,69,35999
33,65228,new-tx,3122,51,151484
33,3966,new-tx,488,46,69142
33,57178,new-tx,738,68,115708
33,6664,new-tx,14013,60,20598
33,4815,new-tx,391,44,107269
33,12798,new-tx,281,68,5861
33,37790,new-tx,755,53,25874
33,2251,new-tx,470,47,14885
33,59384,new-tx,882,66,11147
33,4401,new-tx,5499,60,46697
33,40935,new-tx,299,57,111496
33,101703,new-tx,380,56,1037
33,39327,new-tx,319,31,1945
33,81511,new-tx,197,45,90034
33,30077,new-tx,289,48,48418
33,4781,new-tx,308,46,54262
33,1402,new-tx,700,53,21273
33,100388,new-tx,341,47,4483
33,109114,new-tx,8222,37,110612
33,76301,new-tx,988,48,39104
33,11453,new-tx,450,63,18832
34,56338,new-tx,1038,57,11298
34,71217,new-tx,192,41,40923
34,87692,new-tx,612,67,81966
34,35936,new-tx,375,70,66553
34,143925,new-tx,7009,46,53797
34,43863,new-tx,204,65,86641
34,81703,new-tx,1023,61,91199
34,118015,new-tx,341,59,134574
34,60800,new-tx,490,49,128101
34,58379,new-tx,4594,27,14731
34,90872,new-tx,532,55,94232
34,60592,new-tx,372,55,55663
34,21941,new-tx,1534,55,84466
34,2851,new-tx,804,58,8562
34,64590,new-tx,327,54,112958
34,39360,new-tx,217,45,68072
34,5992,new-tx,468,64,118082
34,28073,new-tx,810,27,127005
34,63194,new-tx,324,70,83942
34,59853,new-tx,358,41,64628
34,23964,new-tx,328,41,94135
34,8130,new-tx,780,50,27267
34,71932,new-tx,895,60,94094
35,132638,new-tx,473,25,107313
35,62348,new-tx,316,48,6782
35,5861,new-tx,1558,27,84151
35,90626,new-tx,709,53,7845
35,150358,new-tx,1255,57,64438
35,55260,new-tx,929,26,7224
35,21,new-tx,7182,48,1802
35,49219,new-tx,421,45,130027
