slot,clientId,event,size,amount,recipients
5,57700,new-tx,487,9,60123
5,24567,new-tx,4518,1,24554
5,5663,new-tx,470,39,5723
5,1762,new-tx,1594,3,3128
5,9683,new-tx,326,4,6178
6,61520,new-tx,441,1,61549
6,4452,new-tx,196,3,4483
6,30990,new-tx,12683,0,31028
6,12348,new-tx,4279,11,1699
6,9739,new-tx,757,7,1143
6,76036,new-tx,4989,2,1356
6,80,new-tx,484,1,1882
6,50003,new-tx,4190,11,49998
6,3106,new-tx,324,34,5027
6,24049,new-tx,364,1,43622
6,2631,new-tx,280,50,11147
7,41,new-tx,471,0,138
7,4044,new-tx,271,2,4038
7,3993,new-tx,1013,98,50863
7,69128,new-tx,214,1,69089
7,20416,new-tx,1527,72,786
7,42408,new-tx,390,1,9861
7,27897,new-tx,327,5,4445
7,52532,new-tx,406,3,52505
7,71712,new-tx,322,16,71699
7,4200,new-tx,7484,15,5807
7,39332,new-tx,990,39,39352
8,17319,new-tx,469,4,6081
8,39619,new-tx,7847,9,19728
8,7111,new-tx,986,1,45576
8,4347,new-tx,872,34,1423
8,46450,new-tx,345,5,46437
8,62860,new-tx,796,10,62950
8,13686,new-tx,422,8,70942
8,72720,new-tx,437,4,72747
8,6274,new-tx,299,16,28314
8,61101,new-tx,228,5,3466
8,16122,new-tx,839,1,32864
9,49871,new-tx,435,50,542
9,20382,new-tx,1546,85,10673
9,69946,new-tx,207,49,41972
9,12006,new-tx,313,1,555
9,5689,new-tx,387,1,5794
9,2447,new-tx,355,1,1304
9,19710,new-tx,1993,3,43
9,3673,new-tx,663,0,9712
9,72569,new-tx,1246,81,769
9,72111,new-tx,477,4,47060
9,69297,new-tx,248,1,50483
10,51538,new-tx,7436,14,11346
10,73512,new-tx,4946,1,73511
10,4441,new-tx,4455,86,1927
10,3250,new-tx,317,5,3239
10,11638,new-tx,561,2,11629
10,50895,new-tx,283,91,5426
10,7892,new-tx,356,60,74323
10,14472,new-tx,446,3,43946
10,31183,new-tx,356,19,31162
10,5959,new-tx,646,10,11467
10,53919,new-tx,925,60,53898
11,14216,new-tx,561,8,1753
11,18937,new-tx,384,12,18959
11,65315,new-tx,11800,3,448
11,65313,new-tx,196,36,470
11,10131,new-tx,5436,7,24556
11,36309,new-tx,405,1,49
11,10426,new-tx,200,70,10452
11,35887,new-tx,321,46,35874
11,44580,new-tx,1013,13,27058
11,4471,new-tx,350,19,27076
11,64,new-tx,349,10,102
12,10286,new-tx,334,25,10173
12,7662,new-tx,5192,3,7549
12,28992,new-tx,465,58,29004
12,71298,new-tx,469,50,71261
12,66317,new-tx,249,5,321
12,20134,new-tx,289,94,12647
12,45014,new-tx,341,4,45009
12,29855,new-tx,948,50,29857
12,66007,new-tx,485,92,65893
12,4432,new-tx,415,1,154
12,3292,new-tx,2665,61,8277
13,5589,new-tx,5953,32,1215
13,53356,new-tx,288,1,53377
13,32014,new-tx,947,5,32008
13,41729,new-tx,654,1,7509
13,16950,new-tx,609,4,34573
13,11723,new-tx,353,11,7671
13,52375,new-tx,726,1,57
13,19221,new-tx,409,11,1484
13,41486,new-tx,458,3,25638
13,21934,new-tx,293,11,16263
13,30217,new-tx,7353,17,30103
14,31021,new-tx,369,21,24555
14,9720,new-tx,371,99,5026
14,22863,new-tx,258,3,4670
14,11619,new-tx,836,94,11601
14,26097,new-tx,420,6,26158
14,17498,new-tx,231,50,15305
14,52674,new-tx,291,3,52683
14,19750,new-tx,198,32,40496
14,2376,new-tx,1607,46,6051
14,42118,new-tx,453,78,42222
14,43522,new-tx,397,39,7790
15,56634,new-tx,317,22,44227
15,23180,new-tx,1646,59,24376
15,9686,new-tx,382,1,9688
15,17251,new-tx,385,23,17322
15,30472,new-tx,231,3,30547
15,881,new-tx,777,27,2592
15,62309,new-tx,7709,50,62361
15,68971,new-tx,405,3,19780
15,8263,new-tx,823,1,22809
15,8840,new-tx,634,55,2791
15,192,new-tx,926,4,163
16,14239,new-tx,6778,2,4415
16,3128,new-tx,1499,2,18652
16,1169,new-tx,275,1,47355
16,44324,new-tx,296,3,44340
16,21290,new-tx,308,14,21284
16,9806,new-tx,6959,5,62370
16,32981,new-tx,420,13,32501
16,64501,new-tx,2913,0,64601
16,2293,new-tx,468,23,1618
16,49280,new-tx,4960,0,49328
16,124,new-tx,775,4,113
17,1435,new-tx,328,10,679
17,23464,new-tx,478,0,48353
17,59646,new-tx,383,7,59585
17,27620,new-tx,526,60,27727
17,39169,new-tx,268,7,7763
17,69963,new-tx,1050,2,70018
17,11011,new-tx,262,19,11055
17,36451,new-tx,365,2,448
17,9695,new-tx,582,10,5005
17,59537,new-tx,376,1,26018
17,36648,new-tx,1482,86,79
18,59914,new-tx,314,9,59864
18,7387,new-tx,234,0,7390
18,6731,new-tx,225,29,23057
18,8638,new-tx,216,0,47534
18,22220,new-tx,987,10,26852
18,4053,new-tx,5905,65,4070
18,51847,new-tx,7391,3,10544
18,49302,new-tx,4234,77,49307
18,53011,new-tx,3812,11,15668
18,9221,new-tx,7476,5,9287
18,4151,new-tx,6557,3,1322
19,4438,new-tx,453,1,79
19,2152,new-tx,339,10,2027
19,70053,new-tx,752,18,69951
19,45847,new-tx,496,1,46256
19,15268,new-tx,1491,12,17100
19,67615,new-tx,944,1,32540
19,9755,new-tx,16161,78,21920
19,18454,new-tx,470,18,8881
19,3253,new-tx,351,99,3270
19,9194,new-tx,13440,69,12006
19,6202,new-tx,989,73,9867
20,24336,new-tx,660,2,40503
20,12641,new-tx,337,30,3803
20,71870,new-tx,334,11,71794
20,19710,new-tx,481,53,44698
20,51414,new-tx,485,22,32456
20,3904,new-tx,372,15,23971
20,45972,new-tx,390,7,67768
20,11010,new-tx,484,1,3616
20,48703,new-tx,391,1,26171
20,7140,new-tx,400,9,8691
20,5001,new-tx,717,3,2592
21,9229,new-tx,919,34,4132
21,45726,new-tx,284,7,2679
21,45531,new-tx,420,4,7423
21,3688,new-tx,222,32,42755
21,1792,new-tx,340,0,1765
21,39038,new-tx,953,32,39056
21,79,new-tx,836,1,31
21,41954,new-tx,318,66,41943
21,29317,new-tx,430,67,29233
21,75256,new-tx,304,3,4500
21,11903,new-tx,215,0,11729
22,18598,new-tx,558,10,5025
22,71579,new-tx,290,3,71656
22,24126,new-tx,458,2,30154
22,95,new-tx,918,15,16
22,49990,new-tx,489,2,44037
22,46961,new-tx,502,6,8793
22,1403,new-tx,486,21,9831
22,2731,new-tx,301,4,2947
22,53189,new-tx,965,32,53184
22,66016,new-tx,439,18,65893
22,14200,new-tx,943,13,4353
23,2298,new-tx,10718,11,2257
23,64138,new-tx,221,53,64118
23,2970,new-tx,208,61,6182
23,23746,new-tx,763,0,23771
23,27859,new-tx,431,4,1893
23,24,new-tx,311,18,84
23,2581,new-tx,434,1,2619
23,31197,new-tx,230,32,31244
23,10573,new-tx,697,13,1445
23,17271,new-tx,546,4,17282
23,452,new-tx,507,1,3583
24,6298,new-tx,1211,1,51791
24,10157,new-tx,477,1,24567
24,27884,new-tx,981,24,35863
24,33950,new-tx,316,38,10125
24,21017,new-tx,240,17,21010
24,41746,new-tx,14391,27,41814
24,41216,new-tx,351,8,36853
24,22736,new-tx,641,17,22737
24,69061,new-tx,472,23,542
24,71278,new-tx,210,2,71302
24,7149,new-tx,442,7,7150
25,16413,new-tx,1013,9,15598
25,54003,new-tx,1839,3,53977
25,19747,new-tx,998,23,107
25,36369,new-tx,1921,1,36357
25,34979,new-tx,1456,5,3811
25,3826,new-tx,276,28,3825
25,21133,new-tx,710,30,21081
25,54929,new-tx,332,39,3756
25,62564,new-tx,273,1,3647
25,287,new-tx,199,20,16103
25,63067,new-tx,10174,68,63046
26,9739,new-tx,204,54,18583
26,25,new-tx,415,26,6
26,49276,new-tx,999,34,43215
26,16026,new-tx,340,38,15942
26,5027,new-tx,556,70,2600
26,21197,new-tx,1121,15,1814
26,32500,new-tx,932,0,52595
26,23478,new-tx,357,11,23461
26,31231,new-tx,3850,1,31211
26,36,new-tx,243,5,67
26,4336,new-tx,430,11,4347
27,41,new-tx,330,2,90
27,65659,new-tx,1737,11,61653
27,10133,new-tx,15756,2,7666
27,11,new-tx,201,19,79
27,32520,new-tx,469,9,10014
27,13039,new-tx,340,0,13067
27,13055,new-tx,371,27,13097
27,57558,new-tx,769,5,2791
27,84,new-tx,254,1,19747
27,47386,new-tx,375,18,12847
27,19758,new-tx,326,1,139
28,13654,new-tx,482,6,10777
28,502,new-tx,5009,18,39255
28,7176,new-tx,1008,25,55677
28,10185,new-tx,262,19,10250
28,59,new-tx,985,73,24
28,74510,new-tx,887,1,22690
28,838,new-tx,914,1,826
28,11736,new-tx,857,22,13026
28,70571,new-tx,4446,13,70551
28,51578,new-tx,300,2,51579
28,30885,new-tx,271,11,1734
29,50877,new-tx,353,0,808
29,759,new-tx,2078,3,753
29,49381,new-tx,491,2,49447
29,68508,new-tx,678,32,68527
29,35488,new-tx,980,90,35487
29,23526,new-tx,745,16,23489
29,14948,new-tx,478,12,14976
29,71608,new-tx,402,7,55975
29,2589,new-tx,234,2,6199
29,3573,new-tx,992,4,1773
29,5961,new-tx,399,47,11536
30,17731,new-tx,484,6,4065
30,35882,new-tx,624,17,40781
30,11769,new-tx,782,38,38331
30,70010,new-tx,3595,10,69932
30,75,new-tx,15119,4,65
30,102,new-tx,252,21,44712
30,46063,new-tx,917,1,10153
30,939,new-tx,458,1,1336
30,37784,new-tx,914,92,37812
30,43620,new-tx,256,17,49065
30,6771,new-tx,295,2,68847
31,59107,new-tx,492,0,1665
31,8094,new-tx,323,11,6027
31,452,new-tx,417,36,448
31,18179,new-tx,322,7,18108
31,47326,new-tx,5355,3,47261
31,45843,new-tx,262,66,45895
31,69783,new-tx,977,72,4734
31,74947,new-tx,261,34,2051
31,3567,new-tx,724,18,1740
31,24519,new-tx,1808,1,2706
31,28718,new-tx,209,3,6995
32,37842,new-tx,496,20,37884
32,71454,new-tx,3954,0,44056
32,41746,new-tx,842,16,2600
32,51135,new-tx,274,1,51152
32,58714,new-tx,323,4,58771
32,72292,new-tx,230,18,72265
32,22408,new-tx,241,2,32453
32,11432,new-tx,346,1,11473
32,26940,new-tx,211,47,2631
32,5210,new-tx,416,10,5184
32,819,new-tx,270,89,3901
33,73902,new-tx,15868,43,47256
33,65345,new-tx,491,8,8668
33,58097,new-tx,6794,67,70420
33,29407,new-tx,834,91,29427
33,7361,new-tx,447,32,3910
33,20168,new-tx,6460,1,15041
33,51446,new-tx,484,9,32493
33,36201,new-tx,1852,11,36259
33,1864,new-tx,198,18,35866
33,67784,new-tx,503,66,55202
33,48766,new-tx,386,3,48757
34,38939,new-tx,214,15,57
34,14200,new-tx,506,10,1495
34,28535,new-tx,462,89,22538
34,17354,new-tx,327,1,17293
34,11578,new-tx,748,2,11571
34,89,new-tx,440,65,23206
34,40928,new-tx,442,10,40904
34,21903,new-tx,7266,17,15199
34,11635,new-tx,799,59,11565
34,31186,new-tx,1544,26,31263
34,72889,new-tx,206,0,72905
35,48419,new-tx,814,1,23284
35,50176,new-tx,210,6,50225
35,51248,new-tx,292,39,35937
35,42507,new-tx,6432,22,39239
35,573,new-tx,806,68,2332
35,69577,new-tx,199,0,69626
35,21087,new-tx,264,65,21101
35,24555,new-tx,253,5,10252
35,379,new-tx,502,4,79
35,55019,new-tx,596,1,55016
35,29928,new-tx,569,23,29958
36,22329,new-tx,1686,39,1908
36,2937,new-tx,898,44,2950
36,11307,new-tx,273,1,7835
36,30766,new-tx,1989,16,30760
36,19492,new-tx,571,11,14975
36,51385,new-tx,433,3,51472
36,28319,new-tx,271,14,28258
36,1734,new-tx,198,0,2775
36,34764,new-tx,868,25,39087
36,57029,new-tx,1297,69,57036
36,42131,new-tx,1590,1,42138
37,12006,new-tx,769,20,30487
37,27846,new-tx,719,0,22384
37,37658,new-tx,614,24,4463
37,37427,new-tx,7460,6,15928
37,27055,new-tx,341,14,4479
37,34132,new-tx,3857,72,34090
37,29277,new-tx,226,18,35440
37,5758,new-tx,1482,37,5773
37,24824,new-tx,269,2,24834
37,39187,new-tx,497,2,24567
37,34629,new-tx,385,2,34664
38,47494,new-tx,300,25,47459
38,67215,new-tx,564,26,67276
38,52653,new-tx,263,7,48876
38,49278,new-tx,4509,86,49270
38,39353,new-tx,530,32,4321
38,23022,new-tx,489,28,46748
38,74506,new-tx,637,13,74464
38,77,new-tx,699,8,166
38,43022,new-tx,436,25,42974
38,8670,new-tx,1972,13,55247
38,3553,new-tx,886,30,2711
39,141,new-tx,4104,65,54159
39,19147,new-tx,2040,2,15191
39,11603,new-tx,223,49,11629
39,22682,new-tx,5279,13,25681
39,25702,new-tx,457,11,25752
39,83,new-tx,280,1,185
39,19732,new-tx,370,6,23169
39,39639,new-tx,477,15,40470
39,8860,new-tx,475,2,20242
39,780,new-tx,509,11,770
39,40,new-tx,250,10,27143
40,13270,new-tx,912,0,13236
40,29800,new-tx,264,1,4056
40,47474,new-tx,481,1,47605
40,6055,new-tx,318,3,5961
40,20177,new-tx,275,1,4996
40,21541,new-tx,1654,0,20598
40,19742,new-tx,1529,6,14
40,18789,new-tx,747,30,18769
40,11574,new-tx,480,27,11658
40,53171,new-tx,273,27,36640
40,894,new-tx,207,4,869
41,24374,new-tx,2802,3,22376
41,3553,new-tx,291,1,2711
41,36451,new-tx,323,19,36465
41,1698,new-tx,505,13,12312
41,512,new-tx,399,19,32940
41,72009,new-tx,422,1,2775
41,74965,new-tx,1468,7,8438
41,1692,new-tx,226,3,20461
41,66042,new-tx,1702,0,65968
41,64990,new-tx,346,9,38489
41,49284,new-tx,301,0,49396
42,6408,new-tx,1099,25,10790
42,323,new-tx,1247,26,2603
42,41217,new-tx,13880,4,41128
42,31780,new-tx,313,4,31788
42,6704,new-tx,368,1,1433
42,15612,new-tx,573,72,1454
42,3486,new-tx,283,4,3541
42,31273,new-tx,243,5,31243
42,15690,new-tx,279,1,15657
42,48531,new-tx,499,38,679
42,69104,new-tx,12522,1,69087
43,39483,new-tx,423,3,35471
43,72870,new-tx,212,0,72909
43,36036,new-tx,504,49,2294
43,17360,new-tx,7780,18,9534
43,73004,new-tx,1017,3,72959
43,36950,new-tx,411,1,7042
43,10733,new-tx,390,9,15609
43,38794,new-tx,376,7,9503
43,3437,new-tx,431,2,3405
43,32695,new-tx,871,26,1759
43,903,new-tx,842,10,3342
44,23476,new-tx,416,18,23481
44,500,new-tx,1676,69,32573
44,2788,new-tx,13989,53,549
44,51516,new-tx,950,2,51533
44,73744,new-tx,812,2,73662
44,52225,new-tx,299,5,43615
44,55925,new-tx,499,0,8651
44,37716,new-tx,2316,30,37712
44,1927,new-tx,329,13,1904
44,31244,new-tx,223,39,31220
44,21913,new-tx,345,8,580
45,18369,new-tx,330,61,18318
45,4382,new-tx,1359,25,24511
45,33967,new-tx,337,2,10243
45,25674,new-tx,406,15,25745
45,8497,new-tx,252,1,8576
45,19044,new-tx,6553,22,19063
45,11789,new-tx,329,0,7857
45,21923,new-tx,978,1,2728
45,22808,new-tx,219,18,22798
45,54245,new-tx,880,5,54297
45,66008,new-tx,5388,86,66022
46,75569,new-tx,435,79,1644
46,33679,new-tx,748,26,33608
46,27076,new-tx,883,11,76
46,28747,new-tx,8113,13,28736
46,18768,new-tx,420,10,7898
46,24563,new-tx,440,1,10219
46,1560,new-tx,1011,34,1612
46,4391,new-tx,454,5,327
46,1132,new-tx,740,3,26004
46,32647,new-tx,460,6,1735
46,47462,new-tx,340,0,8681
47,24647,new-tx,2019,72,24638
47,71651,new-tx,483,2,71690
47,2985,new-tx,957,5,3037
47,59047,new-tx,257,98,59030
47,32771,new-tx,320,1,499
47,47,new-tx,318,13,79
47,31410,new-tx,291,1,7726
47,26603,new-tx,1218,15,26563
47,9693,new-tx,233,2,2673
47,14922,new-tx,994,6,14995
47,15659,new-tx,1294,6,15641
48,34252,new-tx,7136,13,66044
48,4153,new-tx,393,90,13883
48,70628,new-tx,1147,18,70631
48,34382,new-tx,959,1,6199
48,5737,new-tx,1443,7,5772
48,18981,new-tx,282,20,19012
48,51821,new-tx,504,11,51885
48,2652,new-tx,652,67,44339
48,27374,new-tx,217,98,27334
48,41410,new-tx,264,50,3308
48,30992,new-tx,793,7,10233
49,500,new-tx,890,1,6185
49,5765,new-tx,723,45,1709
49,11596,new-tx,2963,5,11603
49,27207,new-tx,749,4,22764
49,16991,new-tx,749,1,16982
49,17438,new-tx,678,4,1046
49,74320,new-tx,2335,1,3382
49,11279,new-tx,218,3,6063
49,40232,new-tx,1895,27,22840
49,30764,new-tx,326,2,30755
49,3519,new-tx,597,24,3545
50,5051,new-tx,195,1,45383
50,21703,new-tx,287,4,21923
50,26107,new-tx,11351,11,26156
50,15598,new-tx,457,7,16422
50,23978,new-tx,641,5,12019
50,67872,new-tx,393,1,67873
50,2631,new-tx,613,0,40117
50,11723,new-tx,689,2,11860
50,19769,new-tx,240,11,19782
50,53391,new-tx,903,3,53363
50,46885,new-tx,439,1,660
51,11723,new-tx,348,4,11769
51,6738,new-tx,503,15,6716
51,24370,new-tx,373,42,55
51,71774,new-tx,412,6,10101
51,10151,new-tx,586,3,24555
51,62669,new-tx,5568,15,62617
51,45223,new-tx,478,10,12647
51,10930,new-tx,328,60,10925
51,22487,new-tx,3264,43,21284
51,10125,new-tx,576,34,10137
51,58275,new-tx,397,11,58360
52,15257,new-tx,402,13,15286
52,8639,new-tx,283,33,3703
52,6169,new-tx,389,98,6218
52,53440,new-tx,960,4,2631
52,15249,new-tx,743,41,22825
52,60077,new-tx,1005,3,33735
52,60065,new-tx,321,10,1329
52,42508,new-tx,465,1,15420
52,45238,new-tx,246,2,43540
52,73660,new-tx,478,4,1792
52,56373,new-tx,250,1,56308
53,21659,new-tx,264,7,49877
53,3529,new-tx,242,0,1773
53,36925,new-tx,233,3,36936
53,5778,new-tx,550,0,5761
53,27642,new-tx,401,58,5547
53,3128,new-tx,344,1,2747
53,881,new-tx,1951,68,14472
53,4734,new-tx,866,0,5192
53,11730,new-tx,203,3,9233
53,57389,new-tx,374,43,4197
53,6199,new-tx,463,44,549
54,60,new-tx,837,7,41
54,686,new-tx,963,2,4139
54,37,new-tx,265,2,30655
54,75280,new-tx,475,20,75279
54,2970,new-tx,842,2,6208
54,58171,new-tx,989,0,19733
54,2453,new-tx,366,1,2416
54,60516,new-tx,977,11,60525
54,5201,new-tx,7102,6,5182
54,499,new-tx,262,34,586
54,75575,new-tx,346,41,5330
55,9695,new-tx,461,5,35101
55,41767,new-tx,987,1,1740
55,159,new-tx,406,1,56691
55,9691,new-tx,254,1,2678
55,27561,new-tx,479,4,679
55,73879,new-tx,396,3,28403
55,51420,new-tx,2107,4,51402
55,3014,new-tx,245,11,2731
55,13650,new-tx,287,3,15301
55,57085,new-tx,447,1,57076
55,4432,new-tx,233,32,4428
56,4512,new-tx,454,5,379
56,28478,new-tx,827,13,3705
56,50442,new-tx,1182,1,69303
56,4391,new-tx,270,22,27548
56,153,new-tx,8008,30,32429
56,2283,new-tx,822,1,13156
56,71,new-tx,243,5,379
56,27861,new-tx,303,5,107
56,45418,new-tx,245,28,45403
56,51813,new-tx,756,2,51835
56,71855,new-tx,9204,15,11186
57,5956,new-tx,502,20,6029
57,65287,new-tx,262,1,22915
57,9811,new-tx,486,86,21787
57,1897,new-tx,462,37,27918
57,17194,new-tx,4259,41,17199
57,34008,new-tx,368,30,19140
57,62,new-tx,483,20,81
57,8685,new-tx,237,53,8622
57,10074,new-tx,575,5,71873
57,26785,new-tx,2589,8,10268
57,1982,new-tx,346,3,1892
58,2226,new-tx,6647,1,9266
58,125,new-tx,387,0,50668
58,35883,new-tx,445,1,35877
58,8780,new-tx,960,16,8828
58,41165,new-tx,206,10,41113
58,17132,new-tx,789,0,17133
58,70,new-tx,10698,58,95
58,23327,new-tx,244,2,4952
58,17516,new-tx,884,1,47273
58,165,new-tx,199,1,8881
58,63278,new-tx,361,11,63215
59,3324,new-tx,237,0,3327
59,52204,new-tx,205,39,39267
59,14622,new-tx,760,23,14591
59,19691,new-tx,1017,0,19687
59,46693,new-tx,1569,0,19827
59,27902,new-tx,291,1,91
59,11888,new-tx,490,68,11791
59,51861,new-tx,5378,1,51862
59,15671,new-tx,6587,11,15654
59,2623,new-tx,655,4,881
59,32031,new-tx,273,77,32018
60,40386,new-tx,5253,0,57639
60,75652,new-tx,918,0,75719
60,55169,new-tx,993,32,42230
60,31519,new-tx,439,21,14754
60,13181,new-tx,351,22,2460
60,28184,new-tx,478,11,12373
60,58899,new-tx,271,15,9986
60,72541,new-tx,1245,1,72595
60,1132,new-tx,1554,1,36034
60,13023,new-tx,427,33,1642
60,2788,new-tx,480,0,21931
61,589,new-tx,7133,18,7910
61,19291,new-tx,320,1,3128
61,95,new-tx,574,11,11
61,54375,new-tx,615,34,54304
61,5025,new-tx,490,18,58183
61,112,new-tx,376,68,27897
61,17920,new-tx,201,1,12336
61,10128,new-tx,726,26,10137
61,10786,new-tx,1063,6,1551
61,6178,new-tx,406,1,9691
61,31186,new-tx,954,11,31284
62,11140,new-tx,867,3,2981
62,30679,new-tx,477,13,14
62,67154,new-tx,358,44,78870
62,11132,new-tx,572,24,2988
62,2652,new-tx,7751,10,5040
62,4408,new-tx,940,5,27572
62,1741,new-tx,445,3,36103
62,24360,new-tx,366,7,88
62,48054,new-tx,441,1,11817
62,14203,new-tx,978,6,14197
62,15787,new-tx,208,89,16294
63,31408,new-tx,304,16,2680
63,32956,new-tx,1037,67,47003
63,55,new-tx,329,10,45
63,35496,new-tx,312,2,35487
63,4381,new-tx,1118,34,37117
63,22336,new-tx,969,18,379
63,40472,new-tx,996,47,112
63,38198,new-tx,394,66,38113
63,3065,new-tx,402,3,2980
63,326,new-tx,396,4,8607
63,13599,new-tx,320,11,29001
64,2960,new-tx,380,2,2988
64,7497,new-tx,408,13,2666
64,7754,new-tx,1018,46,7771
64,2947,new-tx,5781,13,11109
64,10363,new-tx,458,2,8809
64,65047,new-tx,1981,30,65046
64,23260,new-tx,493,10,684
64,59954,new-tx,437,19,11371
64,9029,new-tx,6760,11,21026
64,69881,new-tx,368,22,69906
64,23138,new-tx,1299,37,23148
65,61568,new-tx,10006,1,9535
65,74248,new-tx,1638,9,57012
65,27901,new-tx,355,3,27859
65,41809,new-tx,319,6,41770
65,33589,new-tx,1372,20,33540
65,23464,new-tx,343,1,45916
65,67812,new-tx,698,26,17685
65,71816,new-tx,312,19,71799
65,27871,new-tx,425,13,27848
65,4067,new-tx,534,2,4068
65,54268,new-tx,215,13,7491
66,30854,new-tx,296,26,2258
66,40678,new-tx,208,8,40739
66,16275,new-tx,456,50,1719
66,5829,new-tx,256,0,5789
66,44252,new-tx,375,40,44227
66,16328,new-tx,676,46,16308
66,55,new-tx,16120,0,24344
66,2592,new-tx,360,3,1450
66,552,new-tx,413,11,431
66,13553,new-tx,362,13,7357
66,550,new-tx,238,11,506
67,11,new-tx,310,29,44716
67,35561,new-tx,235,1,35666
67,14846,new-tx,260,16,32151
67,10146,new-tx,206,1,10176
67,14041,new-tx,1000,16,438
67,67207,new-tx,4658,99,67229
67,25248,new-tx,342,11,343
67,39126,new-tx,5154,1,20412
67,34742,new-tx,446,0,34747
67,15974,new-tx,1838,3,19400
67,43196,new-tx,2817,0,11732
68,70112,new-tx,492,11,1309
68,35871,new-tx,208,0,1907
68,2638,new-tx,1680,8,45581
68,9774,new-tx,396,5,9784
68,51376,new-tx,1057,3,51467
68,22863,new-tx,371,1,22787
68,5193,new-tx,6199,20,5191
68,21697,new-tx,370,23,939
68,4817,new-tx,242,10,4809
68,28459,new-tx,930,75,3666
68,58083,new-tx,257,23,23463
69,11760,new-tx,508,1,11736
69,14923,new-tx,587,5,14971
69,49106,new-tx,275,39,55769
69,22455,new-tx,266,1,22502
69,49282,new-tx,473,8,49428
69,23182,new-tx,733,1,23183
69,33738,new-tx,402,43,19979
69,4302,new-tx,436,14,914
69,7858,new-tx,511,4,6984
69,23507,new-tx,3761,27,8786
69,4015,new-tx,3035,53,824
70,63197,new-tx,9894,10,16927
70,48497,new-tx,490,30,48524
70,75836,new-tx,398,6,75750
70,11822,new-tx,287,10,11757
70,47044,new-tx,1780,40,47083
70,15089,new-tx,14635,34,15076
70,29088,new-tx,507,1,8615
70,34976,new-tx,361,2,35007
70,61834,new-tx,365,4,933
70,9681,new-tx,7850,18,3106
70,1416,new-tx,502,2,1734
71,40441,new-tx,290,1,166
71,49415,new-tx,12420,29,49349
71,28558,new-tx,6666,2,28551
71,50428,new-tx,383,3,50442
71,59855,new-tx,256,29,41958
71,3667,new-tx,575,2,44116
71,3723,new-tx,653,10,24038
71,3106,new-tx,725,10,3656
71,40711,new-tx,379,3,36495
71,45,new-tx,1066,0,23169
71,12848,new-tx,7563,21,12987
72,69158,new-tx,446,11,69154
72,15656,new-tx,215,3,438
72,54294,new-tx,1013,1,54295
72,66662,new-tx,254,1,20284
72,20243,new-tx,301,14,1410
72,68,new-tx,481,79,93
72,84,new-tx,857,12,23209
72,19695,new-tx,255,0,16
72,5968,new-tx,405,3,6020
72,536,new-tx,216,70,30856
72,4344,new-tx,5436,73,4331
73,14760,new-tx,387,1,14737
73,34072,new-tx,502,6,34112
73,67236,new-tx,625,9,67229
73,30111,new-tx,369,21,30102
73,28603,new-tx,6552,17,28550
73,31251,new-tx,346,0,22850
73,2401,new-tx,457,3,66874
73,11777,new-tx,504,2,43209
73,14419,new-tx,16325,0,61436
73,21673,new-tx,366,3,15195
73,16123,new-tx,366,60,36950
74,8636,new-tx,224,2,23460
74,37386,new-tx,329,33,41906
74,8613,new-tx,970,36,8660
74,11959,new-tx,964,76,7885
74,58352,new-tx,741,97,58283
